From,To,Type,Label,Id
section-033-5-5-workflow-validation-and-error-surface,test-5-5-workflow-validation-and-error-surface-workflow-file-read-yaml-errors-block-new-dispatches-until-fixed,elaborates,elaborates,section-033-5-5-workflow-validation-and-error-surface->test-5-5-workflow-validation-and-error-surface-workflow-file-read-yaml-errors-block-new-dispatches-until-fixed:elaborates
section-033-5-5-workflow-validation-and-error-surface,test-5-5-workflow-validation-and-error-surface-template-errors-fail-only-the-affected-run-attempt,elaborates,elaborates,section-033-5-5-workflow-validation-and-error-surface->test-5-5-workflow-validation-and-error-surface-template-errors-fail-only-the-affected-run-attempt:elaborates
section-035-6-1-configuration-resolution-pipeline,requirement-6-1-configuration-resolution-pipeline-apply-built-in-defaults-for-missing-optional-fields,elaborates,elaborates,section-035-6-1-configuration-resolution-pipeline->requirement-6-1-configuration-resolution-pipeline-apply-built-in-defaults-for-missing-optional-fields:elaborates
section-035-6-1-configuration-resolution-pipeline,claim-6-1-configuration-resolution-pipeline-path-command-fields-support,elaborates,elaborates,section-035-6-1-configuration-resolution-pipeline->claim-6-1-configuration-resolution-pipeline-path-command-fields-support:elaborates
section-035-6-1-configuration-resolution-pipeline,claim-6-1-configuration-resolution-pipeline-home-expansion,elaborates,elaborates,section-035-6-1-configuration-resolution-pipeline->claim-6-1-configuration-resolution-pipeline-home-expansion:elaborates
section-035-6-1-configuration-resolution-pipeline,claim-6-1-configuration-resolution-pipeline-var-expansion-for-env-backed-path-values,elaborates,elaborates,section-035-6-1-configuration-resolution-pipeline->claim-6-1-configuration-resolution-pipeline-var-expansion-for-env-backed-path-values:elaborates
section-035-6-1-configuration-resolution-pipeline,dependency-6-1-configuration-resolution-pipeline-apply-expansion-only-to-values-intended-to-be-local-filesystem-paths-do-not-rewr,elaborates,elaborates,section-035-6-1-configuration-resolution-pipeline->dependency-6-1-configuration-resolution-pipeline-apply-expansion-only-to-values-intended-to-be-local-filesystem-paths-do-not-rewr:elaborates
section-035-6-1-configuration-resolution-pipeline,claim-6-1-configuration-resolution-pipeline-relative-workspace-root-values-resolve-relative-to-the-directory-containing-the-,elaborates,elaborates,section-035-6-1-configuration-resolution-pipeline->claim-6-1-configuration-resolution-pipeline-relative-workspace-root-values-resolve-relative-to-the-directory-containing-the-:elaborates
section-036-6-2-dynamic-reload-semantics,requirement-6-2-dynamic-reload-semantics-dynamic-reload-is-required,elaborates,elaborates,section-036-6-2-dynamic-reload-semantics->requirement-6-2-dynamic-reload-semantics-dynamic-reload-is-required:elaborates
section-036-6-2-dynamic-reload-semantics,requirement-6-2-dynamic-reload-semantics-the-software-must-detect-workflow-md-changes,elaborates,elaborates,section-036-6-2-dynamic-reload-semantics->requirement-6-2-dynamic-reload-semantics-the-software-must-detect-workflow-md-changes:elaborates
section-036-6-2-dynamic-reload-semantics,requirement-6-2-dynamic-reload-semantics-on-change-it-must-re-read-and-re-apply-workflow-config-and-prompt-template-witho,elaborates,elaborates,section-036-6-2-dynamic-reload-semantics->requirement-6-2-dynamic-reload-semantics-on-change-it-must-re-read-and-re-apply-workflow-config-and-prompt-template-witho:elaborates
section-036-6-2-dynamic-reload-semantics,requirement-6-2-dynamic-reload-semantics-the-software-must-attempt-to-adjust-live-behavior-to-the-new-config-for-example-,elaborates,elaborates,section-036-6-2-dynamic-reload-semantics->requirement-6-2-dynamic-reload-semantics-the-software-must-attempt-to-adjust-live-behavior-to-the-new-config-for-example-:elaborates
section-036-6-2-dynamic-reload-semantics,claim-6-2-dynamic-reload-semantics-reloaded-config-applies-to-future-dispatch-retry-scheduling-reconciliation-decis,elaborates,elaborates,section-036-6-2-dynamic-reload-semantics->claim-6-2-dynamic-reload-semantics-reloaded-config-applies-to-future-dispatch-retry-scheduling-reconciliation-decis:elaborates
section-036-6-2-dynamic-reload-semantics,requirement-6-2-dynamic-reload-semantics-implementations-are-not-required-to-restart-in-flight-agent-sessions-automatical,elaborates,elaborates,section-036-6-2-dynamic-reload-semantics->requirement-6-2-dynamic-reload-semantics-implementations-are-not-required-to-restart-in-flight-agent-sessions-automatical:elaborates
section-036-6-2-dynamic-reload-semantics,requirement-6-2-dynamic-reload-semantics-extensions-that-manage-their-own-listeners-resources-for-example-an-http-server-,elaborates,elaborates,section-036-6-2-dynamic-reload-semantics->requirement-6-2-dynamic-reload-semantics-extensions-that-manage-their-own-listeners-resources-for-example-an-http-server-:elaborates
section-036-6-2-dynamic-reload-semantics,requirement-6-2-dynamic-reload-semantics-implementations-should-also-re-validate-reload-defensively-during-runtime-operat,elaborates,elaborates,section-036-6-2-dynamic-reload-semantics->requirement-6-2-dynamic-reload-semantics-implementations-should-also-re-validate-reload-defensively-during-runtime-operat:elaborates
section-036-6-2-dynamic-reload-semantics,requirement-6-2-dynamic-reload-semantics-invalid-reloads-must-not-crash-the-service-keep-operating-with-the-last-known-go,elaborates,elaborates,section-036-6-2-dynamic-reload-semantics->requirement-6-2-dynamic-reload-semantics-invalid-reloads-must-not-crash-the-service-keep-operating-with-the-last-known-go:elaborates
section-037-6-3-dispatch-preflight-validation,test-6-3-dispatch-preflight-validation-validate-configuration-before-starting-the-scheduling-loop,elaborates,elaborates,section-037-6-3-dispatch-preflight-validation->test-6-3-dispatch-preflight-validation-validate-configuration-before-starting-the-scheduling-loop:elaborates
section-037-6-3-dispatch-preflight-validation,test-6-3-dispatch-preflight-validation-if-startup-validation-fails-fail-startup-and-emit-an-operator-visible-error,elaborates,elaborates,section-037-6-3-dispatch-preflight-validation->test-6-3-dispatch-preflight-validation-if-startup-validation-fails-fail-startup-and-emit-an-operator-visible-error:elaborates
section-037-6-3-dispatch-preflight-validation,test-6-3-dispatch-preflight-validation-re-validate-before-each-dispatch-cycle,elaborates,elaborates,section-037-6-3-dispatch-preflight-validation->test-6-3-dispatch-preflight-validation-re-validate-before-each-dispatch-cycle:elaborates
section-037-6-3-dispatch-preflight-validation,test-6-3-dispatch-preflight-validation-if-validation-fails-skip-dispatch-for-that-tick-keep-reconciliation-active-and-e,elaborates,elaborates,section-037-6-3-dispatch-preflight-validation->test-6-3-dispatch-preflight-validation-if-validation-fails-skip-dispatch-for-that-tick-keep-reconciliation-active-and-e:elaborates
section-037-6-3-dispatch-preflight-validation,test-6-3-dispatch-preflight-validation-workflow-file-can-be-loaded-and-parsed,elaborates,elaborates,section-037-6-3-dispatch-preflight-validation->test-6-3-dispatch-preflight-validation-workflow-file-can-be-loaded-and-parsed:elaborates
section-037-6-3-dispatch-preflight-validation,test-6-3-dispatch-preflight-validation-tracker-kind-is-present-and-supported,elaborates,elaborates,section-037-6-3-dispatch-preflight-validation->test-6-3-dispatch-preflight-validation-tracker-kind-is-present-and-supported:elaborates
section-037-6-3-dispatch-preflight-validation,test-6-3-dispatch-preflight-validation-tracker-apikey-is-present-after-resolution,elaborates,elaborates,section-037-6-3-dispatch-preflight-validation->test-6-3-dispatch-preflight-validation-tracker-apikey-is-present-after-resolution:elaborates
section-037-6-3-dispatch-preflight-validation,test-6-3-dispatch-preflight-validation-tracker-projectslug-is-present-when-required-by-the-selected-tracker-kind,elaborates,elaborates,section-037-6-3-dispatch-preflight-validation->test-6-3-dispatch-preflight-validation-tracker-projectslug-is-present-when-required-by-the-selected-tracker-kind:elaborates
section-037-6-3-dispatch-preflight-validation,test-6-3-dispatch-preflight-validation-codex-command-is-present-and-non-empty,elaborates,elaborates,section-037-6-3-dispatch-preflight-validation->test-6-3-dispatch-preflight-validation-codex-command-is-present-and-non-empty:elaborates
section-038-6-4-core-config-fields-summary-cheat-sheet,requirement-6-4-core-config-fields-summary-cheat-sheet-tracker-kind-string-required-currently-linear,elaborates,elaborates,section-038-6-4-core-config-fields-summary-cheat-sheet->requirement-6-4-core-config-fields-summary-cheat-sheet-tracker-kind-string-required-currently-linear:elaborates
section-038-6-4-core-config-fields-summary-cheat-sheet,dependency-6-4-core-config-fields-summary-cheat-sheet-tracker-endpoint-string-default-https-api-linear-app-graphql-when-tracker-kind-l,elaborates,elaborates,section-038-6-4-core-config-fields-summary-cheat-sheet->dependency-6-4-core-config-fields-summary-cheat-sheet-tracker-endpoint-string-default-https-api-linear-app-graphql-when-tracker-kind-l:elaborates
section-038-6-4-core-config-fields-summary-cheat-sheet,claim-6-4-core-config-fields-summary-cheat-sheet-tracker-apikey-string-or-var-canonical-env-linearapikey-when-tracker-kind-linear,elaborates,elaborates,section-038-6-4-core-config-fields-summary-cheat-sheet->claim-6-4-core-config-fields-summary-cheat-sheet-tracker-apikey-string-or-var-canonical-env-linearapikey-when-tracker-kind-linear:elaborates
section-038-6-4-core-config-fields-summary-cheat-sheet,requirement-6-4-core-config-fields-summary-cheat-sheet-tracker-projectslug-string-required-when-tracker-kind-linear,elaborates,elaborates,section-038-6-4-core-config-fields-summary-cheat-sheet->requirement-6-4-core-config-fields-summary-cheat-sheet-tracker-projectslug-string-required-when-tracker-kind-linear:elaborates
section-038-6-4-core-config-fields-summary-cheat-sheet,claim-6-4-core-config-fields-summary-cheat-sheet-tracker-activestates-list-of-strings-default-todo-in-progress,elaborates,elaborates,section-038-6-4-core-config-fields-summary-cheat-sheet->claim-6-4-core-config-fields-summary-cheat-sheet-tracker-activestates-list-of-strings-default-todo-in-progress:elaborates
section-038-6-4-core-config-fields-summary-cheat-sheet,claim-6-4-core-config-fields-summary-cheat-sheet-tracker-terminalstates-list-of-strings-default-closed-cancelled-canceled,elaborates,elaborates,section-038-6-4-core-config-fields-summary-cheat-sheet->claim-6-4-core-config-fields-summary-cheat-sheet-tracker-terminalstates-list-of-strings-default-closed-cancelled-canceled:elaborates
section-038-6-4-core-config-fields-summary-cheat-sheet,claim-6-4-core-config-fields-summary-cheat-sheet-polling-intervalms-integer-default-30000,elaborates,elaborates,section-038-6-4-core-config-fields-summary-cheat-sheet->claim-6-4-core-config-fields-summary-cheat-sheet-polling-intervalms-integer-default-30000:elaborates
section-038-6-4-core-config-fields-summary-cheat-sheet,claim-6-4-core-config-fields-summary-cheat-sheet-workspace-root-path-resolved-to-absolute-default-system-temp-symphonyworkspaces,elaborates,elaborates,section-038-6-4-core-config-fields-summary-cheat-sheet->claim-6-4-core-config-fields-summary-cheat-sheet-workspace-root-path-resolved-to-absolute-default-system-temp-symphonyworkspaces:elaborates
section-038-6-4-core-config-fields-summary-cheat-sheet,claim-6-4-core-config-fields-summary-cheat-sheet-hooks-aftercreate-shell-script-or-null,elaborates,elaborates,section-038-6-4-core-config-fields-summary-cheat-sheet->claim-6-4-core-config-fields-summary-cheat-sheet-hooks-aftercreate-shell-script-or-null:elaborates
section-038-6-4-core-config-fields-summary-cheat-sheet,claim-6-4-core-config-fields-summary-cheat-sheet-hooks-beforerun-shell-script-or-null,elaborates,elaborates,section-038-6-4-core-config-fields-summary-cheat-sheet->claim-6-4-core-config-fields-summary-cheat-sheet-hooks-beforerun-shell-script-or-null:elaborates
section-038-6-4-core-config-fields-summary-cheat-sheet,claim-6-4-core-config-fields-summary-cheat-sheet-hooks-afterrun-shell-script-or-null,elaborates,elaborates,section-038-6-4-core-config-fields-summary-cheat-sheet->claim-6-4-core-config-fields-summary-cheat-sheet-hooks-afterrun-shell-script-or-null:elaborates
section-038-6-4-core-config-fields-summary-cheat-sheet,claim-6-4-core-config-fields-summary-cheat-sheet-hooks-beforeremove-shell-script-or-null,elaborates,elaborates,section-038-6-4-core-config-fields-summary-cheat-sheet->claim-6-4-core-config-fields-summary-cheat-sheet-hooks-beforeremove-shell-script-or-null:elaborates
section-038-6-4-core-config-fields-summary-cheat-sheet,claim-6-4-core-config-fields-summary-cheat-sheet-hooks-timeoutms-integer-default-60000,elaborates,elaborates,section-038-6-4-core-config-fields-summary-cheat-sheet->claim-6-4-core-config-fields-summary-cheat-sheet-hooks-timeoutms-integer-default-60000:elaborates
section-038-6-4-core-config-fields-summary-cheat-sheet,claim-6-4-core-config-fields-summary-cheat-sheet-agent-maxconcurrentagents-integer-default-10,elaborates,elaborates,section-038-6-4-core-config-fields-summary-cheat-sheet->claim-6-4-core-config-fields-summary-cheat-sheet-agent-maxconcurrentagents-integer-default-10:elaborates
section-038-6-4-core-config-fields-summary-cheat-sheet,claim-6-4-core-config-fields-summary-cheat-sheet-agent-maxturns-integer-default-20,elaborates,elaborates,section-038-6-4-core-config-fields-summary-cheat-sheet->claim-6-4-core-config-fields-summary-cheat-sheet-agent-maxturns-integer-default-20:elaborates
section-038-6-4-core-config-fields-summary-cheat-sheet,claim-6-4-core-config-fields-summary-cheat-sheet-agent-maxretrybackoffms-integer-default-300000-5m,elaborates,elaborates,section-038-6-4-core-config-fields-summary-cheat-sheet->claim-6-4-core-config-fields-summary-cheat-sheet-agent-maxretrybackoffms-integer-default-300000-5m:elaborates
section-038-6-4-core-config-fields-summary-cheat-sheet,claim-6-4-core-config-fields-summary-cheat-sheet-agent-maxconcurrentagentsbystate-map-of-positive-integers-default,elaborates,elaborates,section-038-6-4-core-config-fields-summary-cheat-sheet->claim-6-4-core-config-fields-summary-cheat-sheet-agent-maxconcurrentagentsbystate-map-of-positive-integers-default:elaborates
section-038-6-4-core-config-fields-summary-cheat-sheet,claim-6-4-core-config-fields-summary-cheat-sheet-codex-command-shell-command-string-default-codex-app-server,elaborates,elaborates,section-038-6-4-core-config-fields-summary-cheat-sheet->claim-6-4-core-config-fields-summary-cheat-sheet-codex-command-shell-command-string-default-codex-app-server:elaborates
